"depdelay";"origin";"dest"
2;"IAH";"MSY"
3;"IAH";"AUS"
1;"IAH";"LAX"
2;"IAH";"EWR"
54;"IAH";"EWR"
16;"IAH";"EWR"
5;"IAH";"LAX"
18;"IAH";"EWR"
38;"IAH";"PHX"
4;"IAH";"DEN"
14;"IAH";"DEN"
13;"IAH";"PHX"
2;"IAH";"LAS"
1;"IAH";"EWR"
3;"IAH";"MSY"
1;"IAH";"ORD"
5;"IAH";"SAT"
5;"IAH";"LAS"
1;"IAH";"ORD"
30;"IAH";"DEN"
1;"IAH";"LAS"
4;"IAH";"ORD"
10;"IAH";"MSY"
25;"IAH";"LAX"
14;"IAH";"DEN"
11;"IAH";"EWR"
108;"IAH";"LAX"
29;"IAH";"PHX"
3;"IAH";"LAX"
1;"IAH";"MSY"
1;"IAH";"DFW"
3;"IAH";"AUS"
1;"IAH";"EWR"
1;"IAH";"ORD"
54;"IAH";"MSY"
19;"IAH";"LAX"
3;"IAH";"LAS"
7;"IAH";"SAT"
1;"IAH";"LAX"
3;"IAH";"DEN"
163;"IAH";"ATL"
20;"IAH";"ATL"
36;"IAH";"ATL"
4;"IAH";"ATL"
3;"IAH";"ATL"
11;"IAH";"ATL"
10;"IAH";"ATL"
20;"IAH";"ATL"
7;"IAH";"ATL"
1;"IAH";"ATL"
1;"IAH";"ATL"
37;"IAH";"ATL"
86;"IAH";"ATL"
50;"IAH";"ATL"
16;"IAH";"ATL"
5;"IAH";"ATL"
12;"IAH";"ATL"
51;"IAH";"ATL"
2;"IAH";"ATL"
20;"IAH";"ATL"
2;"IAH";"ATL"
23;"IAH";"ATL"
11;"IAH";"ATL"
54;"IAH";"ATL"
73;"IAH";"ATL"
4;"IAH";"ATL"
28;"IAH";"ATL"
91;"IAH";"ATL"
2;"IAH";"ATL"
45;"IAH";"ATL"
110;"IAH";"ATL"
61;"IAH";"ATL"
7;"IAH";"ATL"
86;"IAH";"ATL"
75;"IAH";"ATL"
1;"IAH";"ATL"
26;"IAH";"ATL"
2;"IAH";"ATL"
1;"IAH";"ATL"
45;"IAH";"ATL"
1;"HOU";"AUS"
45;"HOU";"AUS"
2;"HOU";"AUS"
1;"HOU";"DAL"
5;"HOU";"DAL"
1;"HOU";"DAL"
15;"HOU";"DAL"
6;"HOU";"DAL"
2;"HOU";"DAL"
5;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
19;"HOU";"DAL"
22;"HOU";"DAL"
23;"HOU";"DAL"
1;"HOU";"DAL"
26;"HOU";"DEN"
11;"HOU";"DEN"
9;"HOU";"DEN"
10;"HOU";"DEN"
5;"HOU";"EWR"
15;"HOU";"LAS"
21;"HOU";"LAS"
5;"HOU";"LAS"
4;"HOU";"LAS"
2;"HOU";"LAX"
1;"HOU";"LAX"
14;"HOU";"LAX"
15;"HOU";"LAX"
13;"HOU";"MSY"
6;"HOU";"MSY"
45;"HOU";"MSY"
5;"HOU";"MSY"
12;"HOU";"MSY"
3;"HOU";"MSY"
1;"HOU";"MSY"
2;"HOU";"MSY"
10;"HOU";"MSY"
2;"HOU";"MSY"
7;"HOU";"PHX"
7;"HOU";"PHX"
5;"HOU";"PHX"
2;"HOU";"SAT"
3;"HOU";"SAT"
20;"HOU";"AUS"
17;"HOU";"AUS"
22;"HOU";"AUS"
5;"HOU";"DAL"
2;"HOU";"DAL"
16;"HOU";"DAL"
1;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
17;"HOU";"DAL"
2;"HOU";"DAL"
2;"HOU";"DAL"
2;"HOU";"DEN"
8;"HOU";"DEN"
13;"HOU";"DEN"
7;"HOU";"DEN"
3;"HOU";"EWR"
31;"HOU";"EWR"
3;"HOU";"LAS"
1;"HOU";"LAS"
14;"HOU";"LAS"
10;"HOU";"LAS"
111;"HOU";"LAX"
160;"HOU";"LAX"
11;"HOU";"LAX"
90;"HOU";"MSY"
10;"HOU";"MSY"
9;"HOU";"MSY"
12;"HOU";"MSY"
8;"HOU";"MSY"
15;"HOU";"MSY"
10;"HOU";"PHX"
37;"HOU";"PHX"
107;"HOU";"PHX"
3;"HOU";"SAT"
4;"HOU";"SAT"
17;"HOU";"SAT"
6;"HOU";"AUS"
17;"HOU";"AUS"
44;"HOU";"AUS"
12;"HOU";"AUS"
3;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
2;"HOU";"DAL"
10;"HOU";"DAL"
17;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
46;"HOU";"DAL"
77;"HOU";"DAL"
3;"HOU";"DAL"
5;"HOU";"DAL"
105;"HOU";"DAL"
2;"HOU";"DAL"
140;"HOU";"DAL"
20;"HOU";"DAL"
5;"HOU";"DAL"
3;"HOU";"DAL"
18;"HOU";"DAL"
147;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DEN"
5;"HOU";"DEN"
66;"HOU";"DEN"
6;"HOU";"DEN"
190;"HOU";"EWR"
127;"HOU";"EWR"
2;"HOU";"LAS"
2;"HOU";"LAS"
17;"HOU";"LAS"
12;"HOU";"LAS"
6;"HOU";"LAX"
77;"HOU";"LAX"
2;"HOU";"LAX"
66;"HOU";"LAX"
23;"HOU";"MSY"
33;"HOU";"MSY"
18;"HOU";"MSY"
12;"HOU";"MSY"
8;"HOU";"MSY"
2;"HOU";"MSY"
16;"HOU";"PHX"
13;"HOU";"PHX"
14;"HOU";"PHX"
1;"HOU";"PHX"
19;"HOU";"SAT"
177;"HOU";"SAT"
12;"HOU";"SAT"
7;"HOU";"SAT"
15;"HOU";"SAT"
4;"HOU";"AUS"
20;"HOU";"AUS"
7;"HOU";"AUS"
2;"HOU";"DAL"
24;"HOU";"DAL"
21;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DAL"
11;"HOU";"DAL"
2;"HOU";"DAL"
5;"HOU";"DAL"
6;"HOU";"DAL"
11;"HOU";"DAL"
1;"HOU";"DAL"
6;"HOU";"DEN"
7;"HOU";"DEN"
8;"HOU";"DEN"
25;"HOU";"EWR"
17;"HOU";"LAS"
150;"HOU";"LAS"
4;"HOU";"LAS"
23;"HOU";"LAS"
3;"HOU";"LAX"
1;"HOU";"LAX"
10;"HOU";"LAX"
77;"HOU";"LAX"
29;"HOU";"MSY"
20;"HOU";"MSY"
14;"HOU";"MSY"
2;"HOU";"MSY"
16;"HOU";"MSY"
134;"HOU";"MSY"
6;"HOU";"MSY"
5;"HOU";"PHX"
5;"HOU";"PHX"
2;"HOU";"PHX"
9;"HOU";"SAT"
4;"HOU";"SAT"
29;"HOU";"SAT"
12;"HOU";"SAT"
5;"HOU";"AUS"
9;"HOU";"AUS"
62;"HOU";"DAL"
15;"HOU";"DAL"
12;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
42;"HOU";"DEN"
1;"HOU";"DEN"
9;"HOU";"EWR"
12;"HOU";"LAS"
11;"HOU";"LAS"
5;"HOU";"LAS"
6;"HOU";"LAX"
2;"HOU";"LAX"
137;"HOU";"LAX"
48;"HOU";"MSY"
1;"HOU";"MSY"
8;"HOU";"MSY"
2;"HOU";"MSY"
3;"HOU";"PHX"
4;"HOU";"PHX"
39;"HOU";"PHX"
2;"HOU";"PHX"
3;"HOU";"SAT"
12;"HOU";"SAT"
3;"HOU";"AUS"
136;"HOU";"AUS"
2;"HOU";"AUS"
2;"HOU";"DAL"
4;"HOU";"DAL"
14;"HOU";"DAL"
5;"HOU";"DAL"
12;"HOU";"DAL"
14;"HOU";"DAL"
15;"HOU";"DAL"
16;"HOU";"DAL"
61;"HOU";"DAL"
7;"HOU";"DAL"
21;"HOU";"DAL"
7;"HOU";"DAL"
16;"HOU";"DAL"
18;"HOU";"DAL"
10;"HOU";"DAL"
8;"HOU";"DEN"
17;"HOU";"DEN"
6;"HOU";"DEN"
9;"HOU";"EWR"
4;"HOU";"LAS"
6;"HOU";"LAS"
3;"HOU";"LAS"
4;"HOU";"LAS"
23;"HOU";"LAS"
21;"HOU";"LAX"
93;"HOU";"LAX"
175;"HOU";"LAX"
9;"HOU";"MSY"
13;"HOU";"MSY"
4;"HOU";"MSY"
6;"HOU";"MSY"
1;"HOU";"MSY"
3;"HOU";"MSY"
24;"HOU";"PHX"
1;"HOU";"PHX"
12;"HOU";"PHX"
53;"HOU";"SAT"
6;"HOU";"AUS"
20;"HOU";"AUS"
16;"HOU";"AUS"
8;"HOU";"DAL"
2;"HOU";"DAL"
5;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
31;"HOU";"DAL"
21;"HOU";"DAL"
4;"HOU";"DAL"
14;"HOU";"DAL"
37;"HOU";"DAL"
9;"HOU";"DAL"
3;"HOU";"DAL"
16;"HOU";"DEN"
5;"HOU";"DEN"
14;"HOU";"DEN"
2;"HOU";"EWR"
3;"HOU";"LAS"
33;"HOU";"LAS"
8;"HOU";"LAX"
6;"HOU";"LAX"
12;"HOU";"LAX"
9;"HOU";"MSY"
8;"HOU";"MSY"
6;"HOU";"MSY"
5;"HOU";"MSY"
14;"HOU";"PHX"
2;"HOU";"PHX"
3;"HOU";"PHX"
2;"HOU";"PHX"
1;"HOU";"SAT"
12;"HOU";"SAT"
10;"HOU";"AUS"
15;"HOU";"AUS"
16;"HOU";"DAL"
2;"HOU";"DAL"
10;"HOU";"DAL"
11;"HOU";"DAL"
20;"HOU";"DAL"
3;"HOU";"DAL"
2;"HOU";"DAL"
4;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DAL"
5;"HOU";"DAL"
24;"HOU";"DAL"
5;"HOU";"DAL"
21;"HOU";"DAL"
7;"HOU";"DEN"
10;"HOU";"DEN"
6;"HOU";"DEN"
8;"HOU";"EWR"
71;"HOU";"EWR"
10;"HOU";"LAS"
14;"HOU";"LAS"
24;"HOU";"LAX"
16;"HOU";"LAX"
31;"HOU";"LAX"
5;"HOU";"MSY"
3;"HOU";"MSY"
1;"HOU";"MSY"
13;"HOU";"MSY"
11;"HOU";"MSY"
50;"HOU";"MSY"
1;"HOU";"MSY"
11;"HOU";"PHX"
1;"HOU";"PHX"
6;"HOU";"PHX"
1;"HOU";"SAT"
2;"HOU";"SAT"
64;"HOU";"SAT"
18;"HOU";"AUS"
48;"HOU";"AUS"
6;"HOU";"AUS"
69;"HOU";"AUS"
16;"HOU";"DAL"
8;"HOU";"DAL"
179;"HOU";"DAL"
22;"HOU";"DAL"
1;"HOU";"DAL"
10;"HOU";"DAL"
15;"HOU";"DAL"
62;"HOU";"DAL"
6;"HOU";"DAL"
7;"HOU";"DAL"
15;"HOU";"DAL"
4;"HOU";"DAL"
16;"HOU";"DAL"
3;"HOU";"DAL"
14;"HOU";"DEN"
20;"HOU";"EWR"
6;"HOU";"EWR"
4;"HOU";"LAS"
4;"HOU";"LAS"
19;"HOU";"LAS"
59;"HOU";"LAS"
28;"HOU";"LAX"
14;"HOU";"LAX"
18;"HOU";"LAX"
20;"HOU";"MSY"
6;"HOU";"MSY"
12;"HOU";"MSY"
10;"HOU";"MSY"
28;"HOU";"MSY"
1;"HOU";"MSY"
20;"HOU";"MSY"
88;"HOU";"PHX"
5;"HOU";"SAT"
37;"HOU";"SAT"
1;"HOU";"SAT"
41;"HOU";"SAT"
4;"HOU";"AUS"
1;"HOU";"AUS"
1;"HOU";"AUS"
2;"HOU";"AUS"
1;"HOU";"DAL"
3;"HOU";"DAL"
1;"HOU";"DAL"
9;"HOU";"DAL"
13;"HOU";"DAL"
6;"HOU";"DAL"
9;"HOU";"DAL"
1;"HOU";"DAL"
9;"HOU";"DAL"
38;"HOU";"DAL"
3;"HOU";"DAL"
7;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
6;"HOU";"DEN"
4;"HOU";"DEN"
3;"HOU";"DEN"
4;"HOU";"EWR"
37;"HOU";"EWR"
35;"HOU";"LAS"
4;"HOU";"LAS"
16;"HOU";"LAS"
19;"HOU";"LAS"
1;"HOU";"LAX"
66;"HOU";"LAX"
17;"HOU";"MSY"
108;"HOU";"MSY"
9;"HOU";"MSY"
14;"HOU";"MSY"
18;"HOU";"MSY"
16;"HOU";"MSY"
17;"HOU";"MSY"
23;"HOU";"PHX"
3;"HOU";"PHX"
20;"HOU";"PHX"
18;"HOU";"PHX"
8;"HOU";"SAT"
3;"HOU";"SAT"
21;"HOU";"SAT"
2;"HOU";"AUS"
8;"HOU";"AUS"
35;"HOU";"AUS"
2;"HOU";"AUS"
25;"HOU";"AUS"
3;"HOU";"DAL"
1;"HOU";"DAL"
15;"HOU";"DAL"
12;"HOU";"DAL"
11;"HOU";"DAL"
5;"HOU";"DAL"
10;"HOU";"DAL"
30;"HOU";"DAL"
40;"HOU";"DAL"
8;"HOU";"DAL"
6;"HOU";"DAL"
9;"HOU";"DAL"
26;"HOU";"DAL"
66;"HOU";"DAL"
5;"HOU";"DAL"
3;"HOU";"DAL"
42;"HOU";"DAL"
68;"HOU";"DAL"
10;"HOU";"DEN"
28;"HOU";"DEN"
5;"HOU";"DEN"
12;"HOU";"DEN"
151;"HOU";"EWR"
1;"HOU";"LAS"
1;"HOU";"LAS"
23;"HOU";"LAS"
2;"HOU";"LAS"
18;"HOU";"LAS"
3;"HOU";"LAX"
17;"HOU";"LAX"
5;"HOU";"LAX"
34;"HOU";"LAX"
21;"HOU";"MSY"
6;"HOU";"MSY"
5;"HOU";"MSY"
20;"HOU";"MSY"
18;"HOU";"MSY"
10;"HOU";"MSY"
21;"HOU";"MSY"
17;"HOU";"PHX"
9;"HOU";"PHX"
10;"HOU";"PHX"
7;"HOU";"PHX"
18;"HOU";"SAT"
3;"HOU";"SAT"
6;"HOU";"SAT"
6;"HOU";"SAT"
2;"HOU";"AUS"
11;"HOU";"AUS"
6;"HOU";"DAL"
12;"HOU";"DAL"
77;"HOU";"DAL"
41;"HOU";"DAL"
32;"HOU";"DAL"
3;"HOU";"DAL"
7;"HOU";"DAL"
10;"HOU";"DAL"
12;"HOU";"DAL"
9;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
19;"HOU";"DAL"
52;"HOU";"DEN"
14;"HOU";"DEN"
5;"HOU";"DEN"
4;"HOU";"EWR"
1;"HOU";"LAS"
5;"HOU";"LAS"
38;"HOU";"LAS"
26;"HOU";"LAS"
2;"HOU";"LAX"
3;"HOU";"LAX"
32;"HOU";"LAX"
19;"HOU";"MSY"
1;"HOU";"MSY"
10;"HOU";"MSY"
5;"HOU";"MSY"
9;"HOU";"MSY"
7;"HOU";"MSY"
9;"HOU";"MSY"
5;"HOU";"PHX"
5;"HOU";"PHX"
84;"HOU";"PHX"
14;"HOU";"PHX"
31;"HOU";"SAT"
27;"HOU";"SAT"
9;"HOU";"AUS"
7;"HOU";"AUS"
2;"HOU";"DAL"
6;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
19;"HOU";"DAL"
10;"HOU";"DAL"
12;"HOU";"DAL"
3;"HOU";"DAL"
47;"HOU";"DAL"
53;"HOU";"DAL"
11;"HOU";"DAL"
6;"HOU";"DAL"
5;"HOU";"DEN"
1;"HOU";"DEN"
1;"HOU";"DEN"
3;"HOU";"DEN"
164;"HOU";"EWR"
2;"HOU";"LAS"
3;"HOU";"LAS"
11;"HOU";"LAS"
2;"HOU";"LAS"
7;"HOU";"MSY"
1;"HOU";"MSY"
16;"HOU";"MSY"
2;"HOU";"MSY"
7;"HOU";"MSY"
7;"HOU";"MSY"
22;"HOU";"PHX"
12;"HOU";"PHX"
4;"HOU";"SAT"
6;"HOU";"SAT"
11;"HOU";"SAT"
3;"HOU";"SAT"
6;"HOU";"AUS"
32;"HOU";"AUS"
7;"HOU";"AUS"
2;"HOU";"DAL"
5;"HOU";"DAL"
78;"HOU";"DAL"
26;"HOU";"DAL"
1;"HOU";"DAL"
29;"HOU";"DAL"
64;"HOU";"DAL"
10;"HOU";"DAL"
15;"HOU";"DAL"
159;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
43;"HOU";"DAL"
33;"HOU";"DAL"
15;"HOU";"DAL"
35;"HOU";"DAL"
2;"HOU";"DEN"
20;"HOU";"DEN"
19;"HOU";"DEN"
60;"HOU";"EWR"
23;"HOU";"LAS"
4;"HOU";"LAS"
60;"HOU";"LAS"
35;"HOU";"LAX"
13;"HOU";"LAX"
49;"HOU";"LAX"
47;"HOU";"MSY"
182;"HOU";"MSY"
16;"HOU";"MSY"
3;"HOU";"MSY"
7;"HOU";"MSY"
121;"HOU";"MSY"
23;"HOU";"MSY"
86;"HOU";"MSY"
52;"HOU";"PHX"
21;"HOU";"PHX"
136;"HOU";"PHX"
9;"HOU";"SAT"
150;"HOU";"SAT"
37;"HOU";"SAT"
7;"HOU";"SAT"
21;"HOU";"AUS"
15;"HOU";"AUS"
3;"HOU";"DAL"
2;"HOU";"DAL"
31;"HOU";"DAL"
1;"HOU";"DAL"
49;"HOU";"DAL"
5;"HOU";"DAL"
21;"HOU";"DAL"
45;"HOU";"DAL"
29;"HOU";"DAL"
10;"HOU";"DAL"
10;"HOU";"DAL"
38;"HOU";"DAL"
7;"HOU";"DAL"
3;"HOU";"DAL"
13;"HOU";"DAL"
3;"HOU";"DAL"
39;"HOU";"DAL"
9;"HOU";"DAL"
20;"HOU";"DAL"
9;"HOU";"DEN"
28;"HOU";"DEN"
50;"HOU";"DEN"
6;"HOU";"DEN"
21;"HOU";"EWR"
18;"HOU";"EWR"
2;"HOU";"LAS"
5;"HOU";"LAS"
3;"HOU";"LAS"
25;"HOU";"LAS"
1;"HOU";"LAS"
10;"HOU";"LAX"
22;"HOU";"LAX"
8;"HOU";"LAX"
93;"HOU";"LAX"
26;"HOU";"MSY"
26;"HOU";"MSY"
15;"HOU";"MSY"
2;"HOU";"MSY"
9;"HOU";"MSY"
2;"HOU";"MSY"
52;"HOU";"MSY"
33;"HOU";"MSY"
2;"HOU";"PHX"
17;"HOU";"PHX"
19;"HOU";"PHX"
20;"HOU";"SAT"
35;"HOU";"SAT"
23;"HOU";"SAT"
14;"HOU";"SAT"
1;"HOU";"AUS"
55;"HOU";"AUS"
8;"HOU";"DAL"
26;"HOU";"DAL"
30;"HOU";"DAL"
2;"HOU";"DAL"
28;"HOU";"DAL"
52;"HOU";"DAL"
98;"HOU";"DAL"
66;"HOU";"DAL"
42;"HOU";"DAL"
35;"HOU";"DAL"
17;"HOU";"DAL"
13;"HOU";"DAL"
42;"HOU";"DAL"
98;"HOU";"DAL"
23;"HOU";"DAL"
60;"HOU";"DAL"
16;"HOU";"DAL"
2;"HOU";"DAL"
14;"HOU";"DAL"
19;"HOU";"DAL"
44;"HOU";"DAL"
14;"HOU";"DAL"
43;"HOU";"DAL"
65;"HOU";"DEN"
53;"HOU";"DEN"
81;"HOU";"DEN"
3;"HOU";"DEN"
70;"HOU";"EWR"
93;"HOU";"EWR"
12;"HOU";"LAS"
140;"HOU";"LAS"
2;"HOU";"LAS"
9;"HOU";"LAS"
105;"HOU";"LAS"
39;"HOU";"LAX"
90;"HOU";"LAX"
41;"HOU";"LAX"
42;"HOU";"MSY"
12;"HOU";"MSY"
12;"HOU";"MSY"
68;"HOU";"MSY"
24;"HOU";"MSY"
30;"HOU";"MSY"
30;"HOU";"PHX"
6;"HOU";"PHX"
25;"HOU";"PHX"
6;"HOU";"PHX"
14;"HOU";"SAT"
22;"HOU";"SAT"
111;"HOU";"SAT"
3;"HOU";"SAT"
31;"HOU";"SAT"
1;"HOU";"AUS"
10;"HOU";"AUS"
45;"HOU";"AUS"
23;"HOU";"AUS"
33;"HOU";"AUS"
6;"HOU";"DAL"
4;"HOU";"DAL"
4;"HOU";"DAL"
6;"HOU";"DAL"
10;"HOU";"DAL"
79;"HOU";"DAL"
16;"HOU";"DAL"
15;"HOU";"DAL"
8;"HOU";"DAL"
10;"HOU";"DAL"
66;"HOU";"DAL"
47;"HOU";"DAL"
27;"HOU";"DAL"
20;"HOU";"DAL"
21;"HOU";"DAL"
9;"HOU";"DAL"
2;"HOU";"DAL"
14;"HOU";"DAL"
54;"HOU";"DAL"
46;"HOU";"DAL"
4;"HOU";"DEN"
14;"HOU";"DEN"
79;"HOU";"DEN"
13;"HOU";"DEN"
59;"HOU";"EWR"
8;"HOU";"LAS"
29;"HOU";"LAS"
6;"HOU";"LAS"
21;"HOU";"LAS"
43;"HOU";"LAS"
29;"HOU";"LAX"
15;"HOU";"LAX"
24;"HOU";"LAX"
15;"HOU";"MSY"
31;"HOU";"MSY"
12;"HOU";"MSY"
17;"HOU";"MSY"
64;"HOU";"MSY"
1;"HOU";"MSY"
10;"HOU";"MSY"
5;"HOU";"MSY"
17;"HOU";"MSY"
35;"HOU";"PHX"
9;"HOU";"PHX"
43;"HOU";"PHX"
4;"HOU";"PHX"
11;"HOU";"SAT"
6;"HOU";"SAT"
17;"HOU";"SAT"
9;"HOU";"SAT"
4;"HOU";"SAT"
3;"HOU";"AUS"
1;"HOU";"AUS"
8;"HOU";"AUS"
3;"HOU";"DAL"
1;"HOU";"DAL"
16;"HOU";"DAL"
33;"HOU";"DAL"
4;"HOU";"DAL"
3;"HOU";"DAL"
15;"HOU";"DAL"
3;"HOU";"DAL"
9;"HOU";"DAL"
9;"HOU";"DAL"
9;"HOU";"DAL"
113;"HOU";"DAL"
90;"HOU";"DAL"
25;"HOU";"DAL"
154;"HOU";"DAL"
78;"HOU";"DAL"
20;"HOU";"DEN"
14;"HOU";"DEN"
4;"HOU";"DEN"
4;"HOU";"EWR"
1;"HOU";"LAS"
3;"HOU";"LAS"
2;"HOU";"LAS"
10;"HOU";"LAS"
10;"HOU";"LAS"
18;"HOU";"LAX"
38;"HOU";"LAX"
53;"HOU";"LAX"
23;"HOU";"MSY"
17;"HOU";"MSY"
18;"HOU";"MSY"
15;"HOU";"MSY"
37;"HOU";"MSY"
15;"HOU";"MSY"
8;"HOU";"MSY"
29;"HOU";"MSY"
5;"HOU";"PHX"
2;"HOU";"PHX"
44;"HOU";"PHX"
3;"HOU";"PHX"
5;"HOU";"SAT"
50;"HOU";"SAT"
22;"HOU";"SAT"
4;"HOU";"SAT"
61;"HOU";"SAT"
1;"HOU";"AUS"
3;"HOU";"AUS"
5;"HOU";"AUS"
12;"HOU";"DAL"
10;"HOU";"DAL"
4;"HOU";"DAL"
145;"HOU";"DAL"
5;"HOU";"DAL"
24;"HOU";"DAL"
54;"HOU";"DAL"
2;"HOU";"DAL"
18;"HOU";"DAL"
7;"HOU";"DAL"
8;"HOU";"DAL"
25;"HOU";"DEN"
4;"HOU";"DEN"
22;"HOU";"EWR"
14;"HOU";"LAS"
17;"HOU";"LAS"
5;"HOU";"LAS"
21;"HOU";"LAS"
28;"HOU";"LAX"
55;"HOU";"MSY"
26;"HOU";"MSY"
41;"HOU";"MSY"
29;"HOU";"MSY"
4;"HOU";"MSY"
19;"HOU";"MSY"
3;"HOU";"PHX"
2;"HOU";"PHX"
3;"HOU";"PHX"
2;"HOU";"PHX"
19;"HOU";"SAT"
26;"HOU";"AUS"
7;"HOU";"AUS"
38;"HOU";"DAL"
15;"HOU";"DAL"
21;"HOU";"DAL"
23;"HOU";"DAL"
27;"HOU";"DAL"
50;"HOU";"DAL"
7;"HOU";"DAL"
7;"HOU";"DAL"
1;"HOU";"DAL"
13;"HOU";"DAL"
14;"HOU";"DAL"
25;"HOU";"DEN"
11;"HOU";"DEN"
13;"HOU";"EWR"
30;"HOU";"LAS"
25;"HOU";"LAS"
2;"HOU";"LAS"
1;"HOU";"LAX"
17;"HOU";"LAX"
2;"HOU";"LAX"
2;"HOU";"MSY"
16;"HOU";"MSY"
1;"HOU";"MSY"
1;"HOU";"MSY"
14;"HOU";"MSY"
11;"HOU";"PHX"
2;"HOU";"PHX"
17;"HOU";"PHX"
6;"HOU";"SAT"
10;"HOU";"SAT"
11;"HOU";"SAT"
3;"HOU";"AUS"
55;"HOU";"AUS"
3;"HOU";"DAL"
11;"HOU";"DAL"
5;"HOU";"DAL"
2;"HOU";"DAL"
2;"HOU";"DAL"
47;"HOU";"DAL"
12;"HOU";"DAL"
14;"HOU";"DAL"
36;"HOU";"DAL"
7;"HOU";"DAL"
112;"HOU";"DAL"
1;"HOU";"DAL"
15;"HOU";"DEN"
7;"HOU";"DEN"
9;"HOU";"DEN"
29;"HOU";"EWR"
4;"HOU";"EWR"
29;"HOU";"LAS"
1;"HOU";"LAX"
67;"HOU";"LAX"
2;"HOU";"LAX"
25;"HOU";"LAX"
10;"HOU";"MSY"
160;"HOU";"MSY"
11;"HOU";"MSY"
23;"HOU";"PHX"
14;"HOU";"PHX"
17;"HOU";"PHX"
3;"HOU";"PHX"
2;"HOU";"SAT"
44;"HOU";"SAT"
6;"HOU";"SAT"
54;"HOU";"SAT"
43;"HOU";"AUS"
27;"HOU";"DAL"
20;"HOU";"DAL"
7;"HOU";"DAL"
15;"HOU";"DAL"
27;"HOU";"DAL"
1;"HOU";"DAL"
26;"HOU";"DAL"
13;"HOU";"DAL"
21;"HOU";"DAL"
41;"HOU";"DAL"
16;"HOU";"DAL"
16;"HOU";"DAL"
27;"HOU";"DAL"
1;"HOU";"DAL"
7;"HOU";"DEN"
83;"HOU";"DEN"
3;"HOU";"DEN"
17;"HOU";"EWR"
51;"HOU";"EWR"
18;"HOU";"LAS"
9;"HOU";"LAS"
2;"HOU";"LAX"
30;"HOU";"LAX"
9;"HOU";"LAX"
74;"HOU";"LAX"
3;"HOU";"MSY"
25;"HOU";"MSY"
5;"HOU";"MSY"
1;"HOU";"MSY"
23;"HOU";"MSY"
25;"HOU";"PHX"
10;"HOU";"PHX"
1;"HOU";"PHX"
2;"HOU";"PHX"
10;"HOU";"SAT"
27;"HOU";"SAT"
1;"HOU";"SAT"
19;"HOU";"SAT"
35;"HOU";"AUS"
17;"HOU";"AUS"
17;"HOU";"AUS"
3;"HOU";"DAL"
6;"HOU";"DAL"
13;"HOU";"DAL"
1;"HOU";"DAL"
16;"HOU";"DAL"
8;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
2;"HOU";"DAL"
13;"HOU";"DAL"
6;"HOU";"DAL"
3;"HOU";"DAL"
54;"HOU";"DAL"
11;"HOU";"DAL"
4;"HOU";"DAL"
2;"HOU";"DEN"
10;"HOU";"DEN"
75;"HOU";"DEN"
1;"HOU";"DEN"
9;"HOU";"EWR"
4;"HOU";"LAS"
15;"HOU";"LAS"
47;"HOU";"LAS"
1;"HOU";"LAX"
196;"HOU";"LAX"
11;"HOU";"LAX"
18;"HOU";"LAX"
34;"HOU";"MSY"
9;"HOU";"MSY"
7;"HOU";"MSY"
11;"HOU";"MSY"
12;"HOU";"MSY"
4;"HOU";"MSY"
44;"HOU";"PHX"
60;"HOU";"PHX"
3;"HOU";"PHX"
9;"HOU";"PHX"
10;"HOU";"SAT"
15;"HOU";"SAT"
13;"HOU";"SAT"
13;"HOU";"AUS"
32;"HOU";"AUS"
4;"HOU";"AUS"
2;"HOU";"DAL"
3;"HOU";"DAL"
1;"HOU";"DAL"
13;"HOU";"DAL"
1;"HOU";"DAL"
31;"HOU";"DAL"
4;"HOU";"DAL"
13;"HOU";"DAL"
30;"HOU";"DAL"
45;"HOU";"DAL"
173;"HOU";"DAL"
3;"HOU";"DAL"
34;"HOU";"DAL"
21;"HOU";"DAL"
11;"HOU";"DAL"
5;"HOU";"DAL"
1;"HOU";"DEN"
93;"HOU";"DEN"
10;"HOU";"DEN"
31;"HOU";"LAS"
12;"HOU";"LAS"
2;"HOU";"LAS"
31;"HOU";"LAS"
4;"HOU";"LAX"
10;"HOU";"LAX"
4;"HOU";"LAX"
15;"HOU";"MSY"
8;"HOU";"MSY"
